filename,instrument,instrument_family,instrument_source,audio_source
keyboard_electronic_096-031-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-094-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-101-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-090-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-066-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-106-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-086-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-026-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-090-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-054-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-093-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-092-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-036-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-058-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-098-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-051-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-084-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-067-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-025-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-031-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-106-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-039-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-056-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-032-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-054-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-091-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-079-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-024-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-093-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-030-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-046-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-093-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-023-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-058-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-073-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-058-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-067-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-093-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-036-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-107-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-097-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-062-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-052-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-086-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-029-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-060-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-091-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-063-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-031-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-071-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-049-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-025-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-038-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-055-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-091-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-051-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-106-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-074-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-056-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-069-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-046-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-040-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-096-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-049-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-070-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-054-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-084-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-082-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-054-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-044-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-081-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-048-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-079-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-061-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-033-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-022-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-100-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-069-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-060-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-076-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-033-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-029-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-029-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-037-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-058-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-042-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-021-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-054-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-078-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-053-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-096-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-035-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-043-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-057-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-064-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-033-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-083-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-044-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-056-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-099-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-066-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-057-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-085-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-088-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-066-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-081-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-061-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-028-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-050-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-089-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-038-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-040-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-102-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-046-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-044-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-047-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-027-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-078-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-068-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-083-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-021-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-099-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-074-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-055-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-034-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-072-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-078-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-065-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-084-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-073-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-091-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-037-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-021-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-066-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-103-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-092-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-103-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-068-100,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-047-075,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-061-127,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-075-025,keyboard_electronic_096,keyboard,electronic,nsynth-train
keyboard_electronic_096-099-050,keyboard_electronic_096,keyboard,electronic,nsynth-train
mallet_acoustic_038-108-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-073-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-059-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-070-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-039-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-033-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-107-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-103-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-093-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-021-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-066-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-026-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-036-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-068-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-077-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-067-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-022-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-102-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-029-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-056-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-069-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-097-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-077-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-031-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-070-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-049-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-025-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-081-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-034-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-035-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-093-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-038-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-058-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-102-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-061-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-097-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-071-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-053-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-104-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-025-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-023-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-079-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-024-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-058-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-059-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-053-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-103-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-066-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-057-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-062-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-024-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-032-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-095-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-037-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-043-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-046-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-094-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-106-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-055-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-044-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-098-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-052-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-052-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-099-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-047-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-105-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-027-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-028-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-104-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-076-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-100-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-074-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-092-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-081-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-039-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-099-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-095-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-079-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-063-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-055-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-024-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-046-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-071-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-071-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-039-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-062-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-091-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-101-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-099-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-035-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-104-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-041-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-080-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-063-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-032-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-103-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-107-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-075-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-070-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-080-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-091-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-040-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-044-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-089-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-035-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-062-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-085-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-092-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-078-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-043-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-089-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-025-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-065-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-092-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-060-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-084-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-076-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-054-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-066-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-065-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-067-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-073-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-100-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-081-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-074-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-034-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-086-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-058-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-055-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-045-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-022-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-052-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-107-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-079-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-064-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-094-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-105-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-034-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-031-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-042-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-027-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-042-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-046-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-083-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-062-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-033-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-106-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-050-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-030-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-077-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-097-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-082-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-047-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-071-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-054-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-022-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-074-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-023-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-028-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-097-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-026-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-033-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-045-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-084-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-051-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-057-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-080-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-094-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-045-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-039-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-038-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-070-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-076-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-048-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-057-127,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-032-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-064-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-037-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-065-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-030-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-072-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-102-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-089-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-084-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-101-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-047-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-037-100,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-055-075,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-090-050,mallet_acoustic_038,mallet,acoustic,nsynth-train
mallet_acoustic_038-079-025,mallet_acoustic_038,mallet,acoustic,nsynth-train
